format	definitions	instances	example
mac	1	1	https://api.swaggerhub.com/apis/fifco/api-trackend/1.0.0
machine1+machine2+...	1	1	https://raw.githubusercontent.com/thomasheckmann/zxinfo-services/master/swagger.yaml
machineName	1	1	https://raw.githubusercontent.com/Microsoft/MetricSystem/master/doc/metricsystem_swagger.yaml
male/female	1	1	https://api.swaggerhub.com/apis/Denys/dreamscloud/1.0.0
manual (hmc order) OR custom (specific set of rule...	1	5	https://api.swaggerhub.com/apis/dolice/Hybris-Search/1.0.0
md5sum	1	14	https://raw.githubusercontent.com/openstack/kloudbuster/master/kb_server/kloudbuster-swagger.yaml
media type e.g. image/png	1	1	https://raw.githubusercontent.com/FWidm/FlashCardsAPI/master/_Docs/swagger-flashcards-api.yaml
mediumint 9	1	1	https://api.swaggerhub.com/apis/luisfn/kinghost-api/2.0
merge_to_pdf_data	1	1	https://raw.githubusercontent.com/Muhimbi/PDF-Converter-Services-Online/master/swagger/v1/muhimbi-pdf-online-swagger.json
meta:api-version	1	2	https://raw.githubusercontent.com/corenova/yang-swagger/master/swagger.yaml
meta:file-name	1	1	https://raw.githubusercontent.com/corenova/yang-swagger/master/swagger.yaml
meta:license	1	6	https://raw.githubusercontent.com/corenova/yang-swagger/master/swagger.yaml
meta:meta-identifier	1	1	https://raw.githubusercontent.com/corenova/yang-express/master/swagger.yaml
meta:phone-number	1	1	https://raw.githubusercontent.com/corenova/yang-cord/master/swagger.yaml
meta:timezone	1	1	https://raw.githubusercontent.com/corenova/yang-cord/master/swagger.yaml
meta:title	1	1	https://raw.githubusercontent.com/corenova/yang-swagger/master/swagger.yaml
millisec	1	2	https://raw.githubusercontent.com/capehorn/swagger-vertx-elm/master/src/main/resources/upbeat-api.json
mime type	1	2	https://raw.githubusercontent.com/airbusgeo/api-docs/master/view.yaml
mimetype	1	5	https://raw.githubusercontent.com/corenova/yang-swagger/master/swagger.yaml
mmddyyyy	1	1	https://raw.githubusercontent.com/tradestation/api-docs/master/spec/swagger.yaml
mongoID	1	1	https://api.swaggerhub.com/apis/salockhart/CrapMap/1.0.0
mongodb-objectid	1	1	https://raw.githubusercontent.com/thewizardplusplus/vk-group-stats/master/docs/api.yaml
multipart/form-data	1	1	https://raw.githubusercontent.com/XiaChen2016/expense-tracker/master/Documents/TrackrAPI(2.1).json
m|km|cm|mm|mi|sm|ft|in|yd	1	1	https://raw.githubusercontent.com/Aallam/GeoLocation-API/master/api/swagger.yaml
name of field to sort	1	2	https://api.swaggerhub.com/apis/viacheslav-k/VMS-RD/1.0.0
natural	1	2	https://api.swaggerhub.com/apis/vmfernandez/your-api/3.0.0
newpassword	1	1	https://api.swaggerhub.com/apis/bugor/django-eventa/1.0.0
nickname	1	1	https://raw.githubusercontent.com/s0nerik/BugTracktor/master/api/swagger/swagger.yaml
normalized location	1	1	https://raw.githubusercontent.com/stevenpollack/dairy_queen/master/swagger.yaml
not required	1	1	https://api.swaggerhub.com/apis/dipakmali/Prompto_api/1.1.0
null	1	4	https://api.swaggerhub.com/apis/anson/Testing/0.0.1
numbers	1	1	https://api.swaggerhub.com/apis/SarfarazAlam/LCExchangeDesktop/1.0.0
object-id	1	2	https://api.swaggerhub.com/apis/seangallavan/config/0.0.1
objectId:Explorer	1	1	https://api.swaggerhub.com/apis/wadehuang36/Tiplr/1.0.0
objectId:Tip	1	1	https://api.swaggerhub.com/apis/wadehuang36/Tiplr/1.0.0
ocr_operation_response	1	1	https://raw.githubusercontent.com/Muhimbi/PDF-Converter-Services-Online/master/swagger/v1/muhimbi-pdf-online-swagger.json
ocr_pdf_data	1	1	https://raw.githubusercontent.com/Muhimbi/PDF-Converter-Services-Online/master/swagger/v1/muhimbi-pdf-online-swagger.json
ocr_text_data	1	1	https://raw.githubusercontent.com/Muhimbi/PDF-Converter-Services-Online/master/swagger/v1/muhimbi-pdf-online-swagger.json
oldpassword	1	1	https://api.swaggerhub.com/apis/bugor/django-eventa/1.0.0
onixContributorRole	1	1	https://raw.githubusercontent.com/blinkboxbooks/catalogue-v2.scala/master/swagger/books-api-v2.yaml
onixProductForm	1	1	https://raw.githubusercontent.com/blinkboxbooks/catalogue-v2.scala/master/swagger/books-api-v2.yaml
opaque	1	14	https://api.swaggerhub.com/apis/adizdari/api-to_manage_purchase_orders/1.0.1
operation_response	1	1	https://raw.githubusercontent.com/Muhimbi/PDF-Converter-Services-Online/master/swagger/v1/muhimbi-pdf-online-swagger.json
operation_response_common	1	1	https://raw.githubusercontent.com/Muhimbi/PDF-Converter-Services-Online/master/swagger/v1/muhimbi-pdf-online-swagger.json
optional/required	1	2	https://api.swaggerhub.com/apis/momin_aadil/Orbango_Api/1.0.0
palindrome	1	1	https://raw.githubusercontent.com/Tzinov15/SwaggerBank/master/demo/demoApi.yaml
passwrod	1	1	https://raw.githubusercontent.com/lixingwang/go-swagger-files/master/SwaggerValidationIssues.json
pasword	1	2	https://api.swaggerhub.com/apis/estevaolucas/Clubinho/0.0.1
pdf_watermark_data	1	1	https://raw.githubusercontent.com/Muhimbi/PDF-Converter-Services-Online/master/swagger/v1/muhimbi-pdf-online-swagger.json
percent	1	2	https://api.swaggerhub.com/apis/Cryowatt/LendingClubAPI/v1
phonenumber	1	1	https://api.swaggerhub.com/apis/badbod99/LMS-Mobile-API/1.0.0.0
plain/text	1	2	https://raw.githubusercontent.com/MarechJ/email_api/master/swagger.yaml
positive integer	1	3	https://api.swaggerhub.com/apis/daljian/ErrorCodeMapping/1.0.0
postal code	1	2	https://raw.githubusercontent.com/cultuurnet/udb3-swagger/master/swagger.json
process	1	1	https://raw.githubusercontent.com/Pastor/modules/master/rest-oauth2/src/main/resources/api.v1.0.3.yaml
propertyName ASC | DESC	1	1	https://raw.githubusercontent.com/sergehuber/contextserver-rest-api/master/cxsSwagger.yaml
propertyname ASC|DESC	1	6	https://raw.githubusercontent.com/KaloNikolov/node-js-to-azure-deployment/master/api/swagger.yaml
qr_code_watermark_data	1	1	https://raw.githubusercontent.com/Muhimbi/PDF-Converter-Services-Online/master/swagger/v1/muhimbi-pdf-online-swagger.json
raw	1	1	https://raw.githubusercontent.com/influxdata/chronograf/master/server/swagger.json
readonly	1	2	https://api.swaggerhub.com/apis/dengit/Curriculum/3.1.1
rectangle_watermark_data	1	1	https://raw.githubusercontent.com/Muhimbi/PDF-Converter-Services-Online/master/swagger/v1/muhimbi-pdf-online-swagger.json
referenced capability ID	1	1	https://api.swaggerhub.com/apis/shirisha/CapabilityTest/1.0.0
relative URL to mapping	1	1	https://api.swaggerhub.com/apis/daljian/ErrorCodeMapping/1.0.0
rison	1	9	https://raw.githubusercontent.com/cogniteev/oncrawl-api-swagger-v1/master/swagger.yaml
route-handler	1	11	https://raw.githubusercontent.com/corenova/yang-express/master/swagger.yaml
rtf_watermark_data	1	1	https://raw.githubusercontent.com/Muhimbi/PDF-Converter-Services-Online/master/swagger/v1/muhimbi-pdf-online-swagger.json
secure_pdf_data	1	1	https://raw.githubusercontent.com/Muhimbi/PDF-Converter-Services-Online/master/swagger/v1/muhimbi-pdf-online-swagger.json
selector	1	4	https://api.swaggerhub.com/apis/wuxiuchao/VPC-SBI/0.1.0a
semantic-iri	1	3	https://raw.githubusercontent.com/6aika/api-paatos/master/paatos.swagger.yaml
sensorSchema	1	1	https://raw.githubusercontent.com/mfeneley/LargeScale/master/dist/api-docs.json
serial	1	1	https://api.swaggerhub.com/apis/benscoterbk/getProgramByLoc/1.0.0
sha1	1	5	https://api.swaggerhub.com/apis/pekebuda/test/1
sha256	1	4	https://raw.githubusercontent.com/e-gob/API-SES-Wrapper/master/OpenAPI.yaml
sharepoint_file	1	1	https://raw.githubusercontent.com/Muhimbi/PDF-Converter-Services-Online/master/swagger/v1/muhimbi-pdf-online-swagger.json
short-date	1	1	https://api.swaggerhub.com/apis/pchipman/SmallGroupEnrollment/1.0.0
sid	1	19	https://api.swaggerhub.com/apis/chris.carter/2015.10/1.0.0
signup failed	1	1	https://raw.githubusercontent.com/ForzaGreen/webdav-proxy/master/swagger_api.json
signup success	1	1	https://raw.githubusercontent.com/ForzaGreen/webdav-proxy/master/swagger_api.json
smallint	1	1	https://api.swaggerhub.com/apis/stafot/ExchangeRates/0.1
softwared.d	1	1	https://api.swaggerhub.com/apis/dvjunior/ocs-inventory-api/1.0.0
spectral hash	1	1	https://raw.githubusercontent.com/stuchalk/OSDB/master/app/webroot/files/swagger.json
split_operation_response	1	1	https://raw.githubusercontent.com/Muhimbi/PDF-Converter-Services-Online/master/swagger/v1/muhimbi-pdf-online-swagger.json
split_pdf_data	1	1	https://raw.githubusercontent.com/Muhimbi/PDF-Converter-Services-Online/master/swagger/v1/muhimbi-pdf-online-swagger.json
sqlite3 DATETIME	1	1	https://raw.githubusercontent.com/pepaslabs/TrivialGutenbergTweetsAPI/master/spec.yaml
station	1	4	https://api.swaggerhub.com/apis/h0rnyc0rny/Test/1.0.0
street name and number	1	2	https://raw.githubusercontent.com/cultuurnet/udb3-swagger/master/swagger.json
strin	1	1	https://api.swaggerhub.com/apis/Colbap/Liveboards/1.0.0
string {0-2% ; 3-5% ; 6-10% ; 11-15% ; 16-30% ; 31...	1	1	https://raw.githubusercontent.com/LandPotential/LandPKS/master/services/analysis/Uber_API.yaml
string(20)	1	4	https://api.swaggerhub.com/apis/pasavvas/HEWI/0.0.1
string(30)	1	1	https://api.swaggerhub.com/apis/pasavvas/HEWI/0.0.1
string-time	1	3	https://api.swaggerhub.com/apis/timhilco/UdpPersons/1.0.0
stringt	1	1	https://api.swaggerhub.com/apis/continuumsecurity/IriusRisk/1
subscriber-outflow	1	10	https://raw.githubusercontent.com/corenova/yang-cord/master/service/cord-volt/swagger.yaml
success	1	1	https://api.swaggerhub.com/apis/davidboy/ChoirMaster/0.0.2
swagger	1	1	https://raw.githubusercontent.com/miqui/oneview-synergy-openapi/master/swagger.yaml
tel	1	2	https://api.swaggerhub.com/apis/aspdoctor/web-api/0.1.0
telephone	1	1	https://raw.githubusercontent.com/azurestandard/api-spec/master/public.json
test	1	3	https://raw.githubusercontent.com/mauricesvay/SketchfabDataApi/master/swagger.json
text_watermark_data	1	1	https://raw.githubusercontent.com/Muhimbi/PDF-Converter-Services-Online/master/swagger/v1/muhimbi-pdf-online-swagger.json
texto	1	4	https://raw.githubusercontent.com/ismaelaraujo/posUnipe/master/swagger.json
time (RFC-3339-like)	1	2	https://api.swaggerhub.com/apis/Flox06/noogat-api/1.0.0
time-bucket	1	2	https://api.swaggerhub.com/apis/chris.carter/2015.10/1.0.0
time-data	1	1	https://api.swaggerhub.com/apis/dejwoo/ECN/0.0.1
time-only	1	3	https://api.swaggerhub.com/apis/ZiNETHQ/SimpleUK/2.0
time_range	1	1	https://raw.githubusercontent.com/epforgpl/_mojePanstwo-API-Server/master/app/webroot/swagger-bdl.json
timestamp with time zone	1	4	https://api.swaggerhub.com/apis/jgwerner/postg-rest_api/0.3.2.0
tinyint(1)	1	5	https://api.swaggerhub.com/apis/FabianReyesSP/rh_apis/1.0
true/false	1	1	https://api.swaggerhub.com/apis/grahamhardy/dxGetAbout/1.0.0
truthy, any value apart from false or 0 will be tr...	1	1	https://raw.githubusercontent.com/sergehuber/contextserver-rest-api/master/cxsSwagger.yaml
twitter handle	1	2	https://api.swaggerhub.com/apis/jm.agms/Perpetual-Profits/1.0.0
type1+type2+...	1	1	https://raw.githubusercontent.com/thomasheckmann/zxinfo-services/master/swagger.yaml
tzinfo	1	3	https://raw.githubusercontent.com/flapjack/flapjack.io/master/lib/swagger/api.json
uatg	1	1	https://api.swaggerhub.com/apis/vmfernandez/your-api/3.0.0
uint256	1	3	https://raw.githubusercontent.com/genecyber/RibbitFlow/master/public/api-spec/spec.yaml
unicode	1	1	https://api.swaggerhub.com/apis/MaelP/ToDo/1.0.0
union	1	1	https://raw.githubusercontent.com/corenova/yang-swagger/master/swagger.yaml
unique	1	4	https://api.swaggerhub.com/apis/lieroz/Joking-Hazard/1.0.0
unique name of the asset	1	1	https://raw.githubusercontent.com/sagarkrkv/assetStore/master/swagger_server/swagger/swagger.yaml
unit8	1	2	https://raw.githubusercontent.com/Dataman-Cloud/omega-api-docs/master/apiv3/api-doc.yaml
unix time	1	1	https://api.swaggerhub.com/apis/theoldmoon0602/inspix-server/1.0.0
unix-time	1	1	https://raw.githubusercontent.com/Chronoes/ttu-webservices-project/master/docs/restApi.yaml
unix-timestamp	1	1	https://api.swaggerhub.com/apis/hafster/DeliverIt/1.0.0
unsigned integer	1	1	https://raw.githubusercontent.com/HundertTage/Server/master/Swagger.yaml
unt64	1	1	https://raw.githubusercontent.com/montaltomarco/snaparound----backEnd/master/spec/v1.0.json
upc	1	1	https://api.swaggerhub.com/apis/benscoterbk/getProgramByLoc/1.0.0
url-encoded utf-8	1	8	https://raw.githubusercontent.com/solita/livijuku/master/juku-backend/src/swagger/asiahallinta/asiahallinta-api.yaml
urlToken	1	8	https://api.swaggerhub.com/apis/zerocaps/zerocaps-test1/0.0.6
user_email@host.org	1	1	https://api.swaggerhub.com/apis/viacheslav-k/VMS-RD/1.0.0
username	1	1	https://api.swaggerhub.com/apis/zvfvrv/BeWanted/1.0.0
utc	1	5	https://raw.githubusercontent.com/johng/HeatMap/master/WebServer/swagger.yaml
utl	1	1	https://api.swaggerhub.com/apis/massimilianoregis/dante/1.0.0
uuid.v4	1	2	https://api.swaggerhub.com/apis/SeiyaMogami/eiyo-tool/1.0.0
uuidv4	1	5	https://api.swaggerhub.com/apis/pdok/manipulatie/0.3
uuis	1	1	https://api.swaggerhub.com/apis/gfaieta/CustomerOrder/1.0.0
uuuid	1	1	https://raw.githubusercontent.com/libopenstorage/specs/master/api/openstorage.yaml
valid_json	1	22	https://api.swaggerhub.com/apis/anson/Testing2/0.0.1
valid_url	1	4	https://api.swaggerhub.com/apis/anson/Testing2/0.0.1
values of CampaignStatus enumeration	1	1	https://api.swaggerhub.com/apis/viacheslav-k/VMS-RD/1.0.0
varchar(1)	1	2	https://api.swaggerhub.com/apis/FabianReyesSP/rh_apis/1.0
varchar(10)	1	2	https://api.swaggerhub.com/apis/FabianReyesSP/rh_apis/1.0
varchar(100)	1	1	https://api.swaggerhub.com/apis/FabianReyesSP/rh_apis/1.0
varchar(128)	1	1	https://api.swaggerhub.com/apis/murvisbit/0AuthApi/1.0.0
varchar(15)	1	2	https://api.swaggerhub.com/apis/FabianReyesSP/rh_apis/1.0
varchar(20)	1	3	https://api.swaggerhub.com/apis/DeepakBhatia/Test/1.0.0.0
varchar(200)	1	1	https://api.swaggerhub.com/apis/murvisbit/Login/1.0.0
varchar(30)	1	2	https://api.swaggerhub.com/apis/FabianReyesSP/rh_apis/1.0
varchar(45)	1	1	https://api.swaggerhub.com/apis/FabianReyesSP/rh_apis/1.0
varchar(70)	1	1	https://api.swaggerhub.com/apis/FabianReyesSP/rh_apis/1.0
varchar2	1	14	https://api.swaggerhub.com/apis/berniechiu/familymart_vendors/1.0.0
variable but set	1	2	https://raw.githubusercontent.com/ygirard/NxICAPI/master/Swagger_APISpec.yaml
versionNumber	1	1	https://api.swaggerhub.com/apis/samholder/lines-service/1.4.0
vsg:subscriber-inflow	1	10	https://raw.githubusercontent.com/corenova/yang-cord/master/service/cord-vsg/swagger.yaml
vsg:subscriber-outflow	1	10	https://raw.githubusercontent.com/corenova/yang-cord/master/service/cord-vsg/swagger.yaml
wrong	1	1	https://raw.githubusercontent.com/Azure/autorest/master/src/modeler/AutoRest.Swagger.Tests/Resource/Swagger/Validation/invalid-format.json
wrong password	1	1	https://raw.githubusercontent.com/ForzaGreen/webdav-proxy/master/swagger_api.json
x..y	1	2	https://raw.githubusercontent.com/bptlab/chimera/master/docu/rest/swagger.yaml
x.x.x.x	1	1	https://api.swaggerhub.com/apis/sylphlin/host_status/1.0.0
xml	1	1	https://api.swaggerhub.com/apis/ihartney/oracle-commerce_cloud_service_17_1/2017.02.14
xtype:mac-address	1	16	https://raw.githubusercontent.com/corenova/yang-cord/master/service/cord-volt/swagger.yaml
xtype:network-identifier	1	6	https://raw.githubusercontent.com/corenova/yang-cord/master/service/cord-volt/swagger.yaml
xxx	1	1	https://api.swaggerhub.com/apis/kaysid/Consumption_Framework/1.0.0
xxx@yyy	1	2	https://raw.githubusercontent.com/noelo/fusedemo/master/MessagingAPI/main/resources/swagger/swagger.yaml
xxxx	1	1	https://api.swaggerhub.com/apis/bugor/django-eventa/1.0.0
xxxx-xx-xx	1	2	https://api.swaggerhub.com/apis/slallana/histogram-api/1.0
y-m-d	1	3	https://api.swaggerhub.com/apis/reine/Lanetalk/1.0.0
year	1	1	https://api.swaggerhub.com/apis/nksoff/cherry-pick-project-api/0.1.0
year-month-day hout:minute:seconds	1	1	https://api.swaggerhub.com/apis/asikranjm/Playos_Connect/1.0.0
yearmonth	1	1	https://raw.githubusercontent.com/randing89/swagger-model/master/test/swagger.json
yes	1	1	https://api.swaggerhub.com/apis/bhaskarvyas001/OnlineXpress/1.0.0
yourmail@hostmail.com	1	4	https://api.swaggerhub.com/apis/bugor/django-eventa/1.0.0
yyyy, yyyy-mm, yyyy-mm-dd	1	1	https://api.swaggerhub.com/apis/GatoPresto/credit-the_americas_management_api_mapi/1.0.0-b
yyyy-MM-dd	1	1	https://api.swaggerhub.com/apis/cyoungmark/LAPI/1.0
yyyy-MM-dd'T'HH:mm:ss'Z'	1	4	https://raw.githubusercontent.com/nbonavia/bet-swagger/master/swagger.json
yyyy-MM-dd'T'HH:mm:ss.SSSZ	1	2	https://api.swaggerhub.com/apis/himapratap/AAP/1.0.0
yyyy-mm-dd HH:mm:ss	1	2	D:\nodejs\analysis\swaggerhub\kvarts+test@1.0.0.yaml
yyyyMMddThhmmss	1	1	https://api.swaggerhub.com/apis/dolice/Parts/1.0.0
Великолепно	1	1	https://api.swaggerhub.com/apis/bugor/django-eventa/1.0.0
Москва	1	3	https://api.swaggerhub.com/apis/bugor/django-eventa/1.0.0
Россия	1	3	https://api.swaggerhub.com/apis/bugor/django-eventa/1.0.0
Строка, длиной он 0 до 127	1	1	https://api.swaggerhub.com/apis/bugor/django-eventa/1.0.0
“train”, “tram”, “bus”, “vline” or “nightrider”	1	1	https://raw.githubusercontent.com/Crazedpeanut/PTV-Client-SDKs/master/swagger.yaml
